,State,County,Life Expectancy,Life Expectancy (AIAN),Life Expectancy (Asian),Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (white),# Deaths,Age-adjusted Death Rate,Age-Adjusted Mortality (AIAN),Age-Adjusted Mortality (Asian),Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (white),# Deaths.1,Child Mortality Rate,Child Mortality Rate (AIAN),Child Mortality Rate (Asian),Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (white),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (AIAN),Infant Mortality Rate (Asian),Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (white),% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access to Healthy Foods,# Drug Overdose Deaths,Drug Overdose Mortality Rate,Drug Overdose Mortality Rate (AIAN),Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (white),# Motor Vehicle Deaths,Motor Vehicle Mortality Rate,MV Mortality Rate (AIAN),MV Mortality Rate (Asian),MV Mortality Rate (Black),MV Mortality Rate (Hispanic),MV Mortality Rate (white),% Insufficient Sleep,# Uninsured,% Uninsured,# Uninsured.1,% Uninsured.1,Other Primary Care Provider Rate,Other Primary Care Provider Ratio,Cohort Size,High School Graduation Rate,% Disconnected Youth,Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (white),Average Grade Performance.1,Average Grade Performance (Asian).1,Average Grade Performance (Black).1,Average Grade Performance (Hispanic).1,Average Grade Performance (white).1,Segregation index,Spending per-pupil,School funding,Women's Median Earnings,Men's Median Earnings,Gender Pay Gap,Median Household Income,Household Income (AIAN),Household Income (Asian),Household Income (Black),Household Income (Hispanic),Household Income (white),% Enrolled in Free or Reduced Lunch,Segregation index.1,Segregation Index,% household income required for childcare expenses,# childcare centers,County Value,Homicide Rate,Homicide Rate (AIAN),Homicide Rate (Asian),Homicide Rate (Black),Homicide Rate (Hispanic),Homicide Rate (white),# Deaths.3,Suicide Rate (Age-Adjusted),Crude Rate,Suicide Rate (AIAN),Suicide Rate (Asian),Suicide Rate (Black),Suicide Rate (Hispanic),Suicide Rate (white),# Firearm Fatalities,Firearm Fatalities Rate,Firearm Fatalities Rate (AIAN),Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (white),Petitioned Cases,Juvenile Arrest Rate,Traffic Volume,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% Broadband Access,Population,% Less Than 18 Years of Age,% 65 and Over,# Black,% Black,# American Indian & Alaska Native,% American Indian & Alaska Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic white,% Non-Hispanic white,# Not Proficient in English,% Not Proficient in English,% female,# rural residents,% rural
150,Arkansas,Johnson,75.5,0.0,0.0,0.0,90.7,74.4,465.0,506.0,0.0,0.0,0.0,0.0,0.0,15.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,13.0,11.0,50.0,5080.0,19.0,3404.0,13.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,37.0,2545.0,17.0,480.0,7.0,68.0,1473:1,334.0,96.0,10.0,2.8,2.6,0.0,2.7,2.9,2.6,2.6,0.0,2.6,2.7,0.13,9414.0,-3914.0,28610.0,41357.0,0.69,39439.0,0.0,78482.0,28911.0,38297.0,40132.0,77.0,49.0,27.0,30.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,95,32.0,56.0,7098.0,72.0,961.0,10.0,65.0,26513.0,24.4,17.3,433.0,1.6,328.0,1.2,807.0,3.0,41.0,0.2,3814.0,14.4,20708.0,78.1,742.0,3.0,50.5,18227.0,71.4
155,Arkansas,Little River,73.1,0.0,0.0,72.4,0.0,72.4,265.0,538.0,0.0,0.0,603.0,0.0,554.0,10.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,12.0,16.0,155.0,2030.0,16.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,38.0,780.0,11.0,158.0,6.0,82.0,1218:1,145.0,90.0,0.0,2.8,0.0,2.7,0.0,2.9,2.7,0.0,2.4,0.0,2.7,0.02,9833.0,-4683.0,35839.0,48056.0,0.75,47125.0,0.0,0.0,20765.0,61344.0,57866.0,67.0,33.0,26.0,19.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,16,12.0,46.0,4124.0,78.0,196.0,4.0,73.0,12180.0,22.2,21.6,2377.0,19.5,198.0,1.6,62.0,0.5,13.0,0.1,454.0,3.7,8838.0,72.6,1.0,0.0,51.9,9025.0,68.5
156,Arkansas,Logan,73.9,0.0,0.0,0.0,0.0,0.0,449.0,540.0,0.0,0.0,0.0,0.0,0.0,14.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,11.0,14.0,77.0,4000.0,19.0,1922.0,9.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,37.0,1444.0,12.0,258.0,6.0,65.0,1529:1,335.0,93.0,0.0,2.9,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.05,9875.0,-2567.0,30325.0,39779.0,0.76,43577.0,0.0,0.0,42000.0,64392.0,44281.0,89.0,59.0,28.0,22.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,28.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,37,17.0,0.0,6283.0,75.0,452.0,6.0,72.0,21410.0,21.2,20.8,282.0,1.3,254.0,1.2,457.0,2.1,9.0,0.0,668.0,3.1,19406.0,90.6,59.0,0.0,50.4,15875.0,71.0
157,Arkansas,Lonoke,75.2,0.0,0.0,72.6,106.2,75.0,1122.0,460.0,0.0,0.0,655.0,0.0,464.0,54.0,72.0,0.0,0.0,0.0,0.0,0.0,55.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,10.0,72.0,120.0,10260.0,14.0,3621.0,5.0,42.0,19.0,0.0,0.0,0.0,0.0,0.0,101.0,20.0,0.0,0.0,0.0,0.0,0.0,35.0,4478.0,10.0,829.0,4.0,66.0,1509:1,1073.0,89.0,10.0,3.0,0.0,2.5,2.7,3.1,3.1,0.0,2.3,2.7,3.1,0.08,9736.0,-2333.0,39573.0,49217.0,0.8,59623.0,0.0,57061.0,29919.0,49408.0,62857.0,47.0,47.0,33.0,24.0,42.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,71.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,53.0,14.0,0.0,0.0,0.0,0.0,0.0,133,15.0,74.0,19350.0,71.0,2404.0,9.0,83.0,73921.0,25.1,14.5,4663.0,6.3,542.0,0.7,670.0,0.9,63.0,0.1,3446.0,4.7,63275.0,85.6,350.0,1.0,50.8,30632.0,44.8
159,Arkansas,Marion,74.7,0.0,0.0,0.0,0.0,0.0,415.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,11.0,19.0,131.0,2990.0,18.0,534.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,34.0,1096.0,13.0,193.0,6.0,60.0,1679:1,114.0,92.0,0.0,2.8,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.04,9419.0,-3843.0,31621.0,37870.0,0.83,39888.0,16165.0,30234.0,0.0,0.0,39441.0,86.0,0.0,14.0,23.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,0.0,0.0,0.0,0.0,0.0,26,19.0,13.0,5500.0,80.0,754.0,11.0,79.0,16790.0,18.8,29.1,96.0,0.6,178.0,1.1,105.0,0.6,11.0,0.1,435.0,2.6,15686.0,93.4,16.0,0.0,50.8,16653.0,100.0
163,Arkansas,Montgomery,75.1,0.0,0.0,0.0,0.0,0.0,187.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,11.0,6.0,77.0,1770.0,20.0,1000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,35.0,840.0,17.0,141.0,8.0,89.0,1126:1,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.06,10743.0,-4226.0,34050.0,41970.0,0.81,42751.0,27917.0,0.0,0.0,21944.0,42690.0,77.0,0.0,35.0,23.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,29.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.0,3122.0,84.0,224.0,6.0,69.0,9006.0,18.4,27.7,37.0,0.4,129.0,1.4,116.0,1.3,3.0,0.0,400.0,4.4,8157.0,90.6,120.0,1.0,50.6,9487.0,100.0
167,Arkansas,Perry,76.2,0.0,0.0,0.0,0.0,0.0,192.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,11.0,10.0,114.0,1900.0,18.0,554.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,0.0,0.0,0.0,0.0,0.0,37.0,670.0,11.0,152.0,6.0,58.0,1721:1,124.0,91.0,0.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.05,9647.0,-3526.0,34019.0,47230.0,0.72,46317.0,0.0,0.0,0.0,33281.0,46096.0,63.0,49.0,16.0,22.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,0.0,2950.0,80.0,190.0,5.0,73.0,10327.0,21.5,21.1,211.0,2.0,100.0,1.0,33.0,0.3,2.0,0.0,323.0,3.1,9466.0,91.7,3.0,0.0,50.2,10445.0,100.0
169,Arkansas,Pike,75.2,0.0,0.0,0.0,0.0,0.0,223.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,11.0,7.0,77.0,1880.0,18.0,1058.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,35.0,994.0,16.0,194.0,8.0,28.0,3548:1,155.0,91.0,0.0,2.8,0.0,0.0,2.6,2.9,2.9,0.0,0.0,2.9,2.9,0.06,10136.0,-3888.0,29375.0,41250.0,0.71,43133.0,0.0,0.0,19543.0,0.0,44130.0,72.0,42.0,18.0,21.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12.0,0.0,3138.0,74.0,354.0,9.0,71.0,10643.0,21.7,21.0,360.0,3.4,134.0,1.3,87.0,0.8,4.0,0.0,735.0,6.9,9200.0,86.4,178.0,2.0,50.2,11291.0,100.0
172,Arkansas,Pope,76.6,0.0,0.0,73.5,87.6,76.1,951.0,437.0,0.0,0.0,500.0,228.0,458.0,28.0,48.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,11.0,55.0,103.0,10940.0,17.0,5787.0,9.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,56.0,13.0,0.0,0.0,0.0,0.0,0.0,34.0,5034.0,14.0,1078.0,7.0,78.0,1287:1,813.0,91.0,7.0,3.2,0.0,2.4,2.9,3.3,3.0,0.0,2.4,2.7,3.1,0.12,9912.0,-1183.0,29328.0,47425.0,0.62,46350.0,34125.0,0.0,31569.0,37379.0,46708.0,61.0,45.0,42.0,29.0,32.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,54.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,61.0,19.0,0.0,0.0,0.0,0.0,0.0,113,17.0,127.0,16554.0,72.0,2217.0,10.0,79.0,64334.0,22.6,16.6,1996.0,3.1,688.0,1.1,812.0,1.3,68.0,0.1,6230.0,9.7,53607.0,83.3,1167.0,2.0,50.5,33652.0,54.5
178,Arkansas,Scott,73.2,0.0,0.0,0.0,0.0,0.0,203.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,12.0,8.0,93.0,1930.0,19.0,2338.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,37.0,821.0,14.0,160.0,7.0,39.0,2541:1,183.0,91.0,0.0,2.7,0.0,0.0,2.4,2.8,2.6,0.0,0.0,2.4,2.7,0.03,10324.0,-1400.0,30976.0,35000.0,0.89,41230.0,0.0,0.0,0.0,46337.0,39583.0,74.0,0.0,13.0,22.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,13.0,22.0,3013.0,73.0,367.0,10.0,65.0,10164.0,23.2,21.1,63.0,0.6,274.0,2.7,328.0,3.2,5.0,0.0,831.0,8.2,8500.0,83.6,266.0,3.0,49.3,7903.0,70.4
187,Arkansas,White,75.2,0.0,0.0,75.2,94.0,74.8,1317.0,482.0,0.0,0.0,493.0,0.0,497.0,42.0,58.0,0.0,0.0,0.0,0.0,0.0,61.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,11.0,80.0,121.0,13180.0,17.0,7029.0,9.0,34.0,14.0,0.0,0.0,0.0,0.0,0.0,107.0,19.0,0.0,0.0,0.0,0.0,0.0,36.0,5338.0,12.0,1049.0,6.0,111.0,905:1,962.0,89.0,4.0,2.9,0.0,2.8,2.6,3.0,2.8,0.0,2.5,2.4,2.9,0.07,9647.0,-1622.0,33626.0,44139.0,0.76,43765.0,0.0,0.0,29288.0,39286.0,46034.0,59.0,59.0,45.0,24.0,36.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,78.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,66.0,17.0,0.0,0.0,0.0,0.0,0.0,136,16.0,99.0,19553.0,68.0,2936.0,11.0,79.0,78729.0,23.1,16.9,3480.0,4.4,568.0,0.7,668.0,0.8,66.0,0.1,3641.0,4.6,68905.0,87.5,514.0,1.0,51.4,41866.0,54.3
189,Arkansas,Yell,75.2,0.0,0.0,0.0,88.0,73.8,408.0,513.0,0.0,0.0,0.0,228.0,567.0,13.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,13.0,26.0,147.0,3510.0,16.0,1726.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,24.0,0.0,0.0,0.0,0.0,0.0,35.0,1981.0,16.0,417.0,8.0,113.0,883:1,315.0,91.0,0.0,3.0,0.0,0.0,2.9,3.1,3.0,0.0,0.0,2.7,3.2,0.06,10266.0,-5371.0,30367.0,38387.0,0.79,48728.0,53026.0,0.0,0.0,42308.0,50672.0,78.0,48.0,27.0,22.0,12.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,53,21.0,48.0,5550.0,71.0,515.0,7.0,75.0,21181.0,23.9,18.3,387.0,1.8,271.0,1.3,308.0,1.5,21.0,0.1,4450.0,21.0,15667.0,74.0,970.0,5.0,49.7,17554.0,79.1
193,California,Amador,79.7,0.0,0.0,0.0,83.6,79.1,592.0,327.0,0.0,0.0,0.0,230.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,9.0,183.0,516.0,4120.0,11.0,36.0,0.0,27.0,23.0,0.0,0.0,0.0,0.0,0.0,55.0,20.0,0.0,0.0,0.0,0.0,0.0,33.0,1612.0,9.0,259.0,4.0,60.0,1670:1,306.0,87.0,10.0,2.7,0.0,0.0,2.5,2.8,2.5,0.0,0.0,2.3,2.5,0.02,9890.0,-1238.0,46136.0,52840.0,0.87,68141.0,0.0,64615.0,0.0,81328.0,63853.0,40.0,0.0,14.0,25.0,14.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,59.0,27.0,30.0,0.0,0.0,0.0,0.0,0.0,38.0,19.0,0.0,0.0,0.0,0.0,0.0,9,3.0,110.0,11396.0,77.0,2332.0,16.0,84.0,40083.0,15.1,28.0,1034.0,2.6,922.0,2.3,691.0,1.7,134.0,0.3,5978.0,14.9,30780.0,76.8,418.0,1.0,45.7,23016.0,60.4
245,California,Tuolumne,78.3,0.0,0.0,0.0,83.5,77.6,912.0,377.0,532.0,0.0,0.0,282.0,399.0,21.0,57.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,9.0,52.0,109.0,6860.0,13.0,3411.0,6.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,49.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,2160.0,8.0,368.0,4.0,81.0,1239:1,407.0,87.0,0.0,2.8,0.0,0.0,2.8,2.8,2.7,0.0,0.0,2.6,2.7,0.03,12416.0,-739.0,44344.0,55208.0,0.8,63336.0,36379.0,77667.0,0.0,56595.0,60978.0,48.0,79.0,24.0,29.0,19.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,66.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,99,24.0,99.0,16886.0,74.0,3736.0,17.0,84.0,54515.0,16.8,27.3,1110.0,2.0,1219.0,2.2,814.0,1.5,158.0,0.3,7169.0,13.2,43085.0,79.0,262.0,1.0,47.9,27110.0,49.0
253,Colorado,Archuleta,82.6,0.0,0.0,0.0,81.6,82.6,175.0,277.0,0.0,0.0,0.0,297.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,8.0,15.0,122.0,1380.0,10.0,1294.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,30.0,1160.0,15.0,239.0,10.0,77.0,1291:1,86.0,83.0,0.0,2.9,0.0,0.0,2.5,3.4,2.6,0.0,0.0,2.3,3.0,0.01,9964.0,-729.0,37419.0,44546.0,0.84,63961.0,0.0,0.0,0.0,51058.0,54766.0,50.0,0.0,27.0,26.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,31.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,16,13.0,52.0,4252.0,74.0,816.0,14.0,86.0,14196.0,17.6,27.5,90.0,0.6,487.0,3.4,169.0,1.2,18.0,0.1,2588.0,18.2,10904.0,76.8,25.0,0.0,50.0,7175.0,59.4
291,Colorado,Moffat,76.9,0.0,0.0,0.0,90.9,75.7,185.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,9.0,12.0,111.0,1690.0,13.0,2028.0,15.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,32.0,887.0,11.0,234.0,7.0,107.0,939:1,152.0,78.0,0.0,3.1,0.0,0.0,2.6,3.3,2.7,0.0,0.0,2.3,2.9,0.02,8877.0,-250.0,46883.0,58284.0,0.8,63128.0,0.0,0.0,0.0,32978.0,59771.0,46.0,0.0,23.0,31.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,32.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,13,9.0,110.0,3334.0,64.0,809.0,16.0,83.0,13144.0,25.0,16.6,98.0,0.7,197.0,1.5,100.0,0.8,12.0,0.1,2178.0,16.6,10427.0,79.3,465.0,4.0,48.7,3774.0,27.4
331,Florida,Baker,75.5,0.0,0.0,76.5,0.0,75.2,485.0,490.0,0.0,0.0,473.0,0.0,505.0,21.0,76.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,11.0,117.0,483.0,3430.0,12.0,4630.0,17.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,43.0,2092.0,13.0,432.0,6.0,91.0,1095:1,382.0,79.0,0.0,3.5,0.0,3.0,0.0,3.5,3.5,0.0,3.1,0.0,3.6,0.01,8831.0,-506.0,36657.0,47453.0,0.77,61514.0,0.0,0.0,39776.0,0.0,66053.0,45.0,34.0,34.0,21.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,50,28.0,81.0,6756.0,77.0,678.0,8.0,81.0,29566.0,23.6,14.6,4173.0,14.1,139.0,0.5,219.0,0.7,11.0,0.0,869.0,2.9,23670.0,80.1,49.0,0.0,47.4,16131.0,59.5
336,Florida,Calhoun,75.4,0.0,0.0,78.4,0.0,74.5,283.0,508.0,0.0,0.0,375.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,11.0,26.0,214.0,2110.0,15.0,2995.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,41.0,1330.0,19.0,245.0,9.0,78.0,1280:1,165.0,88.0,0.0,3.3,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.09,11567.0,-1822.0,32874.0,34945.0,0.94,43994.0,0.0,0.0,37644.0,0.0,38488.0,51.0,52.0,26.0,32.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,14.0,22.0,3528.0,78.0,395.0,9.0,72.0,14078.0,19.8,19.1,1730.0,12.3,191.0,1.4,121.0,0.9,22.0,0.2,855.0,6.1,10907.0,77.5,48.0,0.0,46.1,9874.0,67.5
349,Florida,Gilchrist,77.1,0.0,0.0,0.0,0.0,0.0,315.0,440.0,0.0,0.0,0.0,0.0,0.0,13.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,11.0,24.0,151.0,2700.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.0,0.0,0.0,0.0,0.0,0.0,39.0,2003.0,20.0,373.0,10.0,69.0,1453:1,170.0,88.0,0.0,3.3,0.0,0.0,0.0,0.0,3.6,0.0,0.0,3.6,3.7,0.02,10726.0,-639.0,31259.0,36027.0,0.87,52000.0,0.0,0.0,26711.0,31220.0,49327.0,50.0,81.0,56.0,26.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,25,30.0,22.0,5529.0,83.0,510.0,8.0,70.0,18885.0,20.0,21.2,1002.0,5.3,152.0,0.8,106.0,0.6,19.0,0.1,1217.0,6.4,16196.0,85.8,345.0,2.0,48.3,14215.0,83.9
351,Florida,Gulf,75.0,0.0,0.0,71.6,0.0,74.9,309.0,504.0,0.0,0.0,609.0,0.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,10.0,29.0,245.0,2180.0,14.0,300.0,2.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,41.0,1133.0,16.0,197.0,8.0,111.0,902:1,152.0,83.0,0.0,3.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.04,14445.0,205.0,36780.0,45429.0,0.81,51593.0,0.0,50114.0,52209.0,0.0,50717.0,57.0,26.0,19.0,29.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,12,23.0,45.0,4460.0,76.0,716.0,13.0,78.0,13534.0,18.5,26.0,1515.0,11.2,99.0,0.7,83.0,0.6,5.0,0.0,396.0,2.9,11157.0,82.4,132.0,1.0,49.9,12228.0,77.1
358,Florida,Holmes,72.5,0.0,0.0,0.0,0.0,0.0,499.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,13.0,27.0,161.0,3510.0,18.0,3716.0,19.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,41.0,30.0,0.0,0.0,0.0,0.0,0.0,42.0,2244.0,22.0,343.0,9.0,66.0,1507:1,220.0,85.0,0.0,3.2,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.04,9848.0,-1335.0,33902.0,35355.0,0.96,41969.0,35602.0,0.0,0.0,0.0,40119.0,52.0,52.0,27.0,33.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,25,23.0,5.0,5421.0,76.0,594.0,9.0,76.0,19594.0,20.4,20.4,1312.0,6.7,219.0,1.1,141.0,0.7,34.0,0.2,625.0,3.2,16892.0,86.2,149.0,1.0,46.9,15697.0,78.8
