,State,County,Life Expectancy,Life Expectancy (AIAN),Life Expectancy (Asian),Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (white),# Deaths,Age-adjusted Death Rate,Age-Adjusted Mortality (AIAN),Age-Adjusted Mortality (Asian),Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (white),# Deaths.1,Child Mortality Rate,Child Mortality Rate (AIAN),Child Mortality Rate (Asian),Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (white),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (AIAN),Infant Mortality Rate (Asian),Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (white),% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access to Healthy Foods,# Drug Overdose Deaths,Drug Overdose Mortality Rate,Drug Overdose Mortality Rate (AIAN),Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (white),# Motor Vehicle Deaths,Motor Vehicle Mortality Rate,MV Mortality Rate (AIAN),MV Mortality Rate (Asian),MV Mortality Rate (Black),MV Mortality Rate (Hispanic),MV Mortality Rate (white),% Insufficient Sleep,# Uninsured,% Uninsured,# Uninsured.1,% Uninsured.1,Other Primary Care Provider Rate,Other Primary Care Provider Ratio,Cohort Size,High School Graduation Rate,% Disconnected Youth,Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (white),Average Grade Performance.1,Average Grade Performance (Asian).1,Average Grade Performance (Black).1,Average Grade Performance (Hispanic).1,Average Grade Performance (white).1,Segregation index,Spending per-pupil,School funding,Women's Median Earnings,Men's Median Earnings,Gender Pay Gap,Median Household Income,Household Income (AIAN),Household Income (Asian),Household Income (Black),Household Income (Hispanic),Household Income (white),% Enrolled in Free or Reduced Lunch,Segregation index.1,Segregation Index,% household income required for childcare expenses,# childcare centers,County Value,Homicide Rate,Homicide Rate (AIAN),Homicide Rate (Asian),Homicide Rate (Black),Homicide Rate (Hispanic),Homicide Rate (white),# Deaths.3,Suicide Rate (Age-Adjusted),Crude Rate,Suicide Rate (AIAN),Suicide Rate (Asian),Suicide Rate (Black),Suicide Rate (Hispanic),Suicide Rate (white),# Firearm Fatalities,Firearm Fatalities Rate,Firearm Fatalities Rate (AIAN),Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (white),Petitioned Cases,Juvenile Arrest Rate,Traffic Volume,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% Broadband Access,Population,% Less Than 18 Years of Age,% 65 and Over,# Black,% Black,# American Indian & Alaska Native,% American Indian & Alaska Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic white,% Non-Hispanic white,# Not Proficient in English,% Not Proficient in English,% female,# rural residents,% rural
2436,South Dakota,Hutchinson,78.8,0.0,0.0,0.0,0.0,0.0,90.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,0.0,0.0,710.0,10.0,170.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,29.0,554.0,15.0,190.0,10.0,151.0,662:1,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.15,13592.0,1209.0,38470.0,46769.0,0.82,54669.0,0.0,0.0,0.0,41731.0,61888.0,39.0,0.0,45.0,25.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,16.0,10.0,2318.0,78.0,211.0,7.0,74.0,7282.0,25.8,22.9,60.0,0.8,125.0,1.7,26.0,0.4,2.0,0.0,168.0,2.3,6859.0,94.2,65.0,1.0,50.8,7343.0,100.0
2441,South Dakota,Kingsbury,81.3,0.0,0.0,0.0,0.0,0.0,65.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,8.0,0.0,0.0,410.0,8.0,194.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,30.0,300.0,12.0,107.0,9.0,180.0,554:1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.12,12842.0,1615.0,35269.0,50789.0,0.69,56758.0,0.0,0.0,0.0,33333.0,62127.0,31.0,0.0,0.0,24.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,31.0,1703.0,78.0,239.0,12.0,80.0,4987.0,23.5,23.5,18.0,0.4,54.0,1.1,32.0,0.6,1.0,0.0,152.0,3.0,4688.0,94.0,4.0,0.0,49.3,5148.0,100.0
2442,South Dakota,Lake,82.8,0.0,0.0,0.0,0.0,0.0,111.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,8.0,0.0,0.0,1310.0,10.0,272.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,30.0,656.0,10.0,156.0,6.0,48.0,2081:1,191.0,68.0,0.0,3.3,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.07,9937.0,894.0,35261.0,49042.0,0.72,65643.0,0.0,0.0,0.0,52500.0,63777.0,26.0,0.0,24.0,22.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6.0,124.0,3482.0,74.0,395.0,9.0,89.0,12488.0,19.8,23.9,125.0,1.0,167.0,1.3,113.0,0.9,17.0,0.1,339.0,2.7,11603.0,92.9,63.0,1.0,47.7,5026.0,44.9
2446,South Dakota,McCook,76.1,0.0,0.0,0.0,0.0,0.0,85.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,0.0,0.0,480.0,9.0,641.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,417.0,14.0,142.0,9.0,36.0,2760:1,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.1,12319.0,1002.0,40385.0,48068.0,0.84,64693.0,0.0,0.0,0.0,33750.0,68085.0,26.0,0.0,9.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9.0,11.0,1694.0,77.0,148.0,7.0,83.0,5520.0,27.7,19.0,32.0,0.6,75.0,1.4,15.0,0.3,6.0,0.1,236.0,4.3,5123.0,92.8,38.0,1.0,49.4,5618.0,100.0
2449,South Dakota,Meade,79.1,0.0,0.0,0.0,0.0,0.0,321.0,316.0,0.0,0.0,0.0,0.0,0.0,18.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,8.0,29.0,122.0,2310.0,8.0,1162.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,32.0,1971.0,12.0,387.0,6.0,105.0,953:1,158.0,83.0,0.0,3.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.04,9957.0,1549.0,37567.0,44949.0,0.84,58406.0,0.0,0.0,0.0,71542.0,61975.0,30.0,55.0,37.0,24.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,77,26.0,218.0,8255.0,74.0,659.0,6.0,84.0,28588.0,21.9,16.3,564.0,2.0,967.0,3.4,377.0,1.3,28.0,0.1,1259.0,4.4,24765.0,86.6,63.0,0.0,48.0,9664.0,38.0
2460,South Dakota,Spink,78.5,0.0,0.0,0.0,0.0,0.0,87.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,0.0,0.0,600.0,9.0,739.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,433.0,12.0,144.0,10.0,47.0,2106:1,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.14,11861.0,-1125.0,36036.0,51461.0,0.7,53282.0,0.0,0.0,0.0,48274.0,63365.0,27.0,0.0,28.0,26.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19.0,53.0,1960.0,75.0,172.0,7.0,84.0,6319.0,23.0,22.1,46.0,0.7,177.0,2.8,10.0,0.2,2.0,0.0,229.0,3.6,5871.0,92.9,16.0,0.0,49.7,6415.0,100.0
2464,South Dakota,Tripp,76.9,0.0,0.0,0.0,0.0,0.0,82.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,10.0,0.0,0.0,630.0,12.0,687.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,586.0,20.0,147.0,11.0,149.0,672:1,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.07,10406.0,-1742.0,33333.0,41667.0,0.8,46162.0,18846.0,48125.0,0.0,0.0,59867.0,46.0,0.0,1.0,30.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,40.0,89.0,1637.0,73.0,199.0,9.0,79.0,5377.0,23.5,23.2,25.0,0.5,842.0,15.7,21.0,0.4,0.0,0.0,142.0,2.6,4286.0,79.7,83.0,2.0,49.6,2737.0,48.5
2465,South Dakota,Turner,78.0,0.0,0.0,0.0,0.0,0.0,99.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,5.0,72.0,790.0,10.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36.0,0.0,0.0,0.0,0.0,0.0,30.0,545.0,12.0,170.0,8.0,108.0,930:1,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.09,11150.0,611.0,39842.0,49830.0,0.8,62754.0,0.0,0.0,0.0,51964.0,63268.0,24.0,0.0,3.0,22.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13.0,0.0,2818.0,80.0,268.0,8.0,79.0,8368.0,24.8,21.5,64.0,0.8,88.0,1.1,21.0,0.3,3.0,0.0,196.0,2.3,7926.0,94.7,52.0,1.0,50.1,8347.0,100.0
2467,South Dakota,Walworth,79.1,0.0,0.0,0.0,0.0,0.0,74.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,0.0,0.0,590.0,11.0,518.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,474.0,17.0,119.0,9.0,150.0,667:1,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.1,13777.0,-39.0,34407.0,44638.0,0.77,45288.0,37946.0,0.0,0.0,30938.0,56384.0,37.0,40.0,37.0,31.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8.0,66.0,1630.0,72.0,241.0,11.0,71.0,5336.0,23.1,25.4,23.0,0.4,763.0,14.3,95.0,1.8,1.0,0.0,125.0,2.3,4193.0,78.6,17.0,0.0,50.0,1981.0,36.4
2468,South Dakota,Yankton,79.1,0.0,0.0,0.0,0.0,0.0,292.0,334.0,0.0,0.0,0.0,0.0,0.0,12.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,17.0,88.0,2400.0,11.0,2081.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,30.0,1530.0,13.0,357.0,7.0,154.0,650:1,221.0,97.0,0.0,3.2,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.03,8854.0,1076.0,36960.0,49112.0,0.75,57075.0,0.0,0.0,0.0,41334.0,64720.0,32.0,57.0,37.0,25.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,85,39.0,210.0,6637.0,69.0,533.0,6.0,83.0,22742.0,21.0,20.4,460.0,2.0,764.0,3.4,163.0,0.7,14.0,0.1,1248.0,5.5,19843.0,87.3,229.0,1.0,47.6,7801.0,34.8
2479,Tennessee,Carroll,73.0,0.0,0.0,70.4,0.0,73.1,638.0,583.0,0.0,0.0,673.0,0.0,586.0,12.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,12.0,32.0,136.0,4540.0,16.0,977.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,25.0,0.0,0.0,0.0,0.0,0.0,43.0,2383.0,16.0,282.0,5.0,202.0,496:1,332.0,94.0,0.0,3.1,0.0,2.7,0.0,3.1,2.9,0.0,2.4,0.0,3.0,0.03,8913.0,-5110.0,32331.0,42345.0,0.76,47390.0,0.0,0.0,28037.0,0.0,44771.0,59.0,30.0,23.0,22.0,13.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,12,19.0,32.0,8094.0,74.0,871.0,8.0,71.0,27779.0,21.7,20.8,2736.0,9.8,172.0,0.6,134.0,0.5,18.0,0.1,859.0,3.1,23369.0,84.1,39.0,0.0,50.8,23690.0,83.1
2480,Tennessee,Carter,74.1,0.0,0.0,0.0,0.0,0.0,1272.0,554.0,0.0,0.0,0.0,0.0,0.0,31.0,75.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,12.0,45.0,91.0,10130.0,18.0,13237.0,23.0,46.0,27.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,42.0,5577.0,17.0,418.0,4.0,78.0,1282:1,565.0,88.0,0.0,3.0,0.0,0.0,2.6,3.0,2.7,0.0,0.0,2.3,2.7,0.06,10014.0,-1184.0,33941.0,38607.0,0.88,44786.0,13701.0,0.0,29464.0,22389.0,41621.0,48.0,72.0,46.0,24.0,29.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,65.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,55.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108.0,17269.0,72.0,2306.0,10.0,71.0,56418.0,17.9,23.0,910.0,1.6,191.0,0.3,229.0,0.4,20.0,0.0,1183.0,2.1,53222.0,94.3,200.0,0.0,51.1,23524.0,41.0
2482,Tennessee,Chester,75.3,0.0,0.0,76.1,0.0,75.0,314.0,504.0,0.0,0.0,485.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,12.0,14.0,95.0,2200.0,13.0,778.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,43.0,1468.0,15.0,183.0,5.0,98.0,1025:1,219.0,96.0,0.0,3.2,0.0,2.9,0.0,3.3,3.2,0.0,3.2,0.0,3.3,0.02,8467.0,86.0,37348.0,50201.0,0.74,42839.0,0.0,0.0,28317.0,0.0,54746.0,53.0,50.0,41.0,25.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,20,34.0,23.0,4624.0,77.0,559.0,10.0,78.0,17432.0,21.7,17.7,1593.0,9.1,107.0,0.6,118.0,0.7,3.0,0.0,511.0,2.9,14784.0,84.8,62.0,0.0,52.1,11177.0,65.2
2486,Tennessee,Coffee,74.1,0.0,0.0,73.1,81.0,73.7,1100.0,541.0,0.0,0.0,585.0,0.0,555.0,33.0,61.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,12.0,65.0,139.0,7670.0,14.0,2798.0,5.0,50.0,29.0,0.0,0.0,0.0,0.0,0.0,74.0,19.0,0.0,0.0,0.0,0.0,0.0,40.0,4785.0,15.0,748.0,5.0,172.0,582:1,688.0,90.0,0.0,2.9,0.0,2.6,2.7,3.0,2.7,0.0,2.2,2.8,2.7,0.06,10202.0,-186.0,32903.0,45354.0,0.73,55177.0,0.0,0.0,32478.0,0.0,51931.0,55.0,46.0,29.0,19.0,40.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,67.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112.0,14711.0,67.0,1830.0,9.0,71.0,57632.0,24.1,17.6,2217.0,3.8,320.0,0.6,652.0,1.1,62.0,0.1,2898.0,5.0,50380.0,87.4,428.0,1.0,51.0,24967.0,47.3
2487,Tennessee,Crockett,72.9,0.0,0.0,72.3,0.0,72.4,304.0,580.0,0.0,0.0,559.0,0.0,608.0,14.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,14.0,14.0,118.0,2030.0,14.0,954.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,43.0,1545.0,19.0,208.0,6.0,85.0,1182:1,220.0,96.0,0.0,3.1,0.0,3.2,2.8,3.2,3.3,0.0,3.2,3.0,3.4,0.03,8417.0,-4015.0,32936.0,38605.0,0.85,50046.0,0.0,0.0,30337.0,44781.0,51792.0,59.0,22.0,20.0,21.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,31,25.0,23.0,3965.0,70.0,548.0,10.0,77.0,14180.0,23.6,19.1,1949.0,13.7,106.0,0.7,54.0,0.4,4.0,0.0,1585.0,11.2,10334.0,72.9,257.0,2.0,52.2,9828.0,67.4
2490,Tennessee,Decatur,74.0,0.0,0.0,0.0,0.0,0.0,274.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,12.0,12.0,120.0,1760.0,15.0,333.0,3.0,11.0,31.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,41.0,968.0,15.0,149.0,6.0,198.0,504:1,118.0,93.0,0.0,3.4,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.03,8859.0,-3749.0,36906.0,41532.0,0.89,47232.0,0.0,0.0,22422.0,0.0,40861.0,51.0,36.0,28.0,22.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0.0,47.0,3695.0,80.0,421.0,10.0,74.0,11601.0,20.4,24.0,314.0,2.7,58.0,0.5,74.0,0.6,11.0,0.1,404.0,3.5,10623.0,91.6,0.0,0.0,50.6,11757.0,100.0
2495,Tennessee,Fentress,73.0,0.0,0.0,0.0,0.0,0.0,443.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,13.0,12.0,76.0,3220.0,18.0,21.0,0.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,33.0,26.0,0.0,0.0,0.0,0.0,0.0,42.0,1651.0,16.0,208.0,5.0,85.0,1174:1,210.0,94.0,0.0,3.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.05,8588.0,-1419.0,30167.0,34786.0,0.87,43931.0,0.0,0.0,0.0,35278.0,41226.0,56.0,0.0,32.0,24.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.0,5597.0,76.0,502.0,7.0,74.0,18787.0,20.4,22.8,80.0,0.4,82.0,0.4,102.0,0.5,4.0,0.0,329.0,1.8,18004.0,95.8,21.0,0.0,50.7,17959.0,100.0
2500,Tennessee,Greene,73.9,0.0,0.0,73.0,0.0,73.6,1552.0,546.0,0.0,0.0,636.0,0.0,553.0,24.0,45.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,12.0,51.0,85.0,11320.0,16.0,7665.0,11.0,53.0,26.0,0.0,0.0,0.0,0.0,0.0,99.0,21.0,0.0,0.0,0.0,0.0,0.0,42.0,6322.0,16.0,603.0,4.0,152.0,656:1,753.0,94.0,10.0,2.8,0.0,2.8,0.0,2.9,2.8,0.0,2.4,0.0,2.8,0.06,9926.0,-236.0,32483.0,41252.0,0.79,43164.0,0.0,0.0,30804.0,25556.0,43808.0,58.0,54.0,40.0,31.0,34.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,79.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,55.0,16.0,0.0,0.0,0.0,0.0,0.0,113,27.0,92.0,20860.0,76.0,2576.0,10.0,73.0,69571.0,19.1,22.5,1464.0,2.1,250.0,0.4,413.0,0.6,56.0,0.1,2191.0,3.1,64417.0,92.6,220.0,0.0,50.8,44874.0,65.2
2507,Tennessee,Hawkins,73.9,0.0,0.0,0.0,0.0,0.0,1262.0,556.0,0.0,0.0,541.0,0.0,562.0,28.0,63.0,0.0,0.0,0.0,0.0,0.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,12.0,38.0,77.0,9600.0,17.0,3854.0,7.0,48.0,28.0,0.0,0.0,0.0,0.0,0.0,86.0,22.0,0.0,0.0,0.0,0.0,0.0,42.0,4682.0,14.0,456.0,4.0,83.0,1208:1,508.0,96.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.04,9910.0,-642.0,33918.0,46710.0,0.73,52898.0,0.0,0.0,21274.0,62813.0,45668.0,55.0,59.0,42.0,20.0,20.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,48.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,45.0,16.0,0.0,0.0,0.0,0.0,0.0,56,25.0,81.0,17732.0,76.0,2075.0,9.0,76.0,56775.0,19.2,22.0,817.0,1.4,211.0,0.4,321.0,0.6,64.0,0.1,956.0,1.7,53806.0,94.8,180.0,0.0,50.7,32884.0,57.9
2509,Tennessee,Henderson,74.4,0.0,0.0,72.0,0.0,74.6,572.0,531.0,0.0,0.0,565.0,0.0,530.0,14.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,13.0,27.0,114.0,4410.0,16.0,479.0,2.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,57.0,29.0,0.0,0.0,0.0,0.0,0.0,42.0,2545.0,16.0,317.0,5.0,85.0,1170:1,327.0,93.0,0.0,3.1,0.0,2.5,0.0,3.2,3.1,0.0,2.5,0.0,3.2,0.1,9580.0,-834.0,32362.0,44580.0,0.73,47599.0,0.0,0.0,45698.0,0.0,45077.0,59.0,32.0,31.0,22.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,61,30.0,76.0,8055.0,74.0,864.0,9.0,77.0,28076.0,22.6,19.1,2153.0,7.7,113.0,0.4,107.0,0.4,5.0,0.0,764.0,2.7,24385.0,86.9,124.0,0.0,51.0,21209.0,76.4
2513,Tennessee,Humphreys,74.0,0.0,0.0,0.0,0.0,0.0,385.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,11.0,17.0,108.0,2740.0,15.0,1611.0,9.0,19.0,34.0,0.0,0.0,0.0,0.0,0.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,42.0,1531.0,14.0,195.0,5.0,118.0,845:1,183.0,98.0,0.0,3.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.06,8754.0,-39.0,31687.0,39460.0,0.8,57767.0,0.0,0.0,0.0,84821.0,48438.0,58.0,40.0,30.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,2.0,5389.0,78.0,570.0,9.0,76.0,18590.0,21.4,20.6,474.0,2.5,114.0,0.6,126.0,0.7,8.0,0.0,491.0,2.6,17105.0,92.0,2.0,0.0,50.2,15292.0,82.5
